TickSpotters_ID,SpeciesID_Correct,StageID_Correct_Y_or_N,Corrected_Species_ID,Corrected_Sex,Corrected_Stage_ID,Feeding-time_days,TickSpotter_Response_SpeciesID,TickSpotter_Response_StageID,Date_Found,Found_on,Person_Age,Person_Sex,Pet_Type,State_Country,Zip_code
12935,Y,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,3,Blacklegged or Deer tick (Ixodes scapularis),I don't know,5/14/15,On a person,,,,Michigan,49316
12907,Y,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1,Blacklegged or Deer tick (Ixodes scapularis),I don't know,5/14/15,On a person,,,,Minnesota,55779
12876,Y,N,Lone Star tick (Amblyomma americanum),Female,Adult,0,Lone Star tick (Amblyomma americanum),I don't know,5/14/15,Loose and wandering,,,,North Carolina,27377
12938,Y,N,Lone Star tick (Amblyomma americanum),Female,Adult,0,Lone Star tick (Amblyomma americanum),I don't know,5/14/15,On a person,,,,Georgia,30461
12921,N,N,Lone Star tick (Amblyomma americanum),Nymph,Nymph,3.5,I don't know,I don't know,5/14/15,On a person,,,,Maryland,21146
12966,N,N,Lone Star tick (Amblyomma americanum),Nymph,Nymph,2,I don't know,I don't know,5/14/15,On a person,,,,North Carolina,28422
12861,N,N,Lone Star tick (Amblyomma americanum),Nymph,Nymph,3,I don't know,Adult,5/14/15,On a person,,,,Florida,32826
12885,N,N,Unknown,Unknown,Unknown,0,I don't know,Adult,5/14/15,On a pet,,,,New York,11756
12877,N,N,Unknown,Unknown,Unknown,0,I don't know,I don't know,5/14/15,On a person,,,,Virginia,22191
12890,N,N,Unknown,Unknown,Unknown,0,Lone Star tick (Amblyomma americanum),I don't know,5/14/15,On a person,,,,Arkansas,72211
13001,Y,Y,American Dog tick (Dermacentor variabilis),Female,Adult,0,American Dog tick (Dermacentor variabilis),Adult,5/15/15,On a person,,,,Massachusetts,1887
13003,Y,Y,American Dog tick (Dermacentor variabilis),Male,Adult,1,American Dog tick (Dermacentor variabilis),Adult,5/15/15,On a pet,,,,Rhode Island,2835
12980,Y,Y,American Dog tick (Dermacentor variabilis),Female,Adult,5,American Dog tick (Dermacentor variabilis),Adult,5/15/15,On a person,,,,New Jersey,8518
13207,Y,Y,American Dog tick (Dermacentor variabilis),Male,Adult,0,American Dog tick (Dermacentor variabilis),Adult,5/15/15,On a person,,,,New York,14304
12954,Y,Y,American Dog tick (Dermacentor variabilis),Male,Adult,1,American Dog tick (Dermacentor variabilis),Adult,5/15/15,On a person,,,,Pennsylvania,18302
12988,Y,Y,American Dog tick (Dermacentor variabilis),Female,Adult,1,American Dog tick (Dermacentor variabilis),Adult,5/15/15,On a person,,,,Maryland,21030
12997,Y,Y,American Dog tick (Dermacentor variabilis),Female,Adult,0,American Dog tick (Dermacentor variabilis),Adult,5/15/15,On a person,,,,Illinois,60012
12968,N,Y,American Dog tick (Dermacentor variabilis),Male,Adult,1,I don't know,Adult,5/15/15,On a pet,,,,Massachusetts,1254
12987,N,Y,American Dog tick (Dermacentor variabilis),Female,Adult,0,I don't know,Adult,5/15/15,On a person,,,,Maryland,21228
13017,N,Y,American Dog tick (Dermacentor variabilis),Female,Adult,4,I don't know,Adult,5/15/15,On a person,,,,Minnesota,55311
12994,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,7,Blacklegged or Deer tick (Ixodes scapularis),Adult,5/15/15,On a pet,,,,Rhode Island,2864
13051,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,3.5,Blacklegged or Deer tick (Ixodes scapularis),Adult,5/15/15,On a pet,,,,Connecticut,6796
10828,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,7,Blacklegged or Deer tick (Ixodes scapularis),Adult,5/15/15,On a pet,,,,New York,10580
12960,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,5,Blacklegged or Deer tick (Ixodes scapularis),Adult,5/15/15,On a pet,,,,New York,11724
12971,N,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,4,I don't know,Adult,5/15/15,On a pet,,,,New York,11220
13024,Y,Y,Lone Star tick (Amblyomma americanum),Female,Adult,0,Lone Star tick (Amblyomma americanum),Adult,5/15/15,On a person,,,,Georgia,30606
12976,N,Y,Rocky Mountain Wood tick (Dermacentor andersoni),Female,Adult,1,I don't know,Adult,5/15/15,On a person,,,,Idaho,83440
13277,N,Y,Western-Blacklegged tick (Ixodes pacificus),Female,Adult,3,I don't know,Adult,5/15/15,On a pet,,,,California,95062
13021,Y,N,American Dog tick (Dermacentor variabilis),Female,Adult,0,American Dog tick (Dermacentor variabilis),I don't know,5/15/15,On a person,,,,New Jersey,7045
13037,N,N,American Dog tick (Dermacentor variabilis),Female,Adult,4,I don't know,I don't know,5/15/15,On a person,,,,New Jersey,8540
13279,N,N,American Dog tick (Dermacentor variabilis),Male,Adult,1,I don't know,I don't know,5/15/15,On a person,,,,Pennsylvania,17050
13011,N,N,American Dog tick (Dermacentor variabilis),Female,Adult,1,I don't know,I don't know,5/15/15,On a person,,,,Pennsylvania,18433
12984,N,N,American Dog tick (Dermacentor variabilis),Female,Adult,1,I don't know,I don't know,5/15/15,On a person,,,,Virginia,23430
12998,N,N,American Dog tick (Dermacentor variabilis),Female,Adult,0,I don't know,I don't know,5/15/15,On a person,,,,Indiana,46074
13009,N,N,American Dog tick (Dermacentor variabilis),Male,Adult,0,I don't know,I don't know,5/15/15,On a person,,,,Wisconsin,53158
13002,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,7,I don't know,I don't know,5/15/15,Loose and wandering,,,,Massachusetts,1568
12969,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1.5,I don't know,I don't know,5/15/15,On a person,,,,Pennsylvania,16602
13104,N,N,Gulf Coast Tick (Amblyomma maculatum),Female,Adult,1,I don't know,I don't know,5/15/15,On a person,,,,Kentucky,40351
12996,N,N,Lone Star tick (Amblyomma americanum),Male,Adult,1,I don't know,I don't know,5/15/15,On a person,,,,New York,11967
13004,N,N,Lone Star tick (Amblyomma americanum),Female,Adult,4,I don't know,I don't know,5/15/15,On a pet,,,,Virginia,20147
13265,N,N,Lone Star tick (Amblyomma americanum),Male,Adult,1,I don't know,I don't know,5/15/15,On a person,,,,Virginia,24590
13048,N,N,Lone Star tick (Amblyomma americanum),Male,Adult,1,I don't know,Nymph,5/15/15,On a person,,,,Georgia,30017
12989,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Nymph,Nymph,1,Blacklegged or Deer tick (Ixodes scapularis),Nymph,5/15/15,On a person,,,,New York,10516
12958,N,Y,Lone Star tick (Amblyomma americanum),Nymph,Nymph,1.5,I don't know,Nymph,5/15/15,On a person,,,,New York,11940
13625,N,N,Blacklegged or Deer tick (Ixodes scapularis),Nymph,Nymph,2,I don't know,I don't know,5/15/15,On a person,,,,Pennsylvania,19130
14094,N,N,Lone Star tick (Amblyomma americanum),Nymph,Nymph,4,I don't know,I don't know,5/15/15,On a person,,,,Maryland,20764
12993,N,N,Lone Star tick (Amblyomma americanum),Nymph,Nymph,3,I don't know,I don't know,5/15/15,On a person,,,,Maryland,20854
12983,N,N,Lone Star tick (Amblyomma americanum),Nymph,Nymph,4,I don't know,I don't know,5/15/15,Loose and wandering,,,,Maryland,21162
13022,N,N,Lone Star tick (Amblyomma americanum),Nymph,Nymph,1,I don't know,I don't know,5/15/15,On a person,,,,North Carolina,28326
13050,N,N,Lone Star tick (Amblyomma americanum),Nymph,Nymph,1.5,American Dog tick (Dermacentor variabilis),Adult,5/15/15,On a pet,,,,Illinois,60538
12955,N,N,Bed bug,Unknown,Unknown,N/A,I don't know,I don't know,5/15/15,Loose and wandering,,,,Maryland,20916
13069,N,N,Kissing bug,Unknown,Unknown,N/A,I don't know,I don't know,5/15/15,Loose and wandering,,,,Arizona,86406
13148,N,N,Unknown,Unknown,Unknown,0,I don't know,Adult,5/15/15,Loose and wandering,,,,Virginia,20175
13044,N,N,Not a tick_unknown,Unknown,Unknown,N/A,I don't know,I don't know,5/15/15,On a pet,,,,Florida,33178
12945,N,N,Not a tick_unknown,Unknown,Unknown,N/A,I don't know,Larva,5/15/15,Loose and wandering,,,,Texas,79924
13082,Y,Y,American Dog tick (Dermacentor variabilis),Female,Adult,0,American Dog tick (Dermacentor variabilis),Adult,5/16/15,On a person,,,,Massachusetts,1520
13061,Y,Y,American Dog tick (Dermacentor variabilis),Female,Adult,0,American Dog tick (Dermacentor variabilis),Adult,5/16/15,Loose and wandering,,,,New Jersey,8246
13234,Y,Y,American Dog tick (Dermacentor variabilis),Female,Adult,0,American Dog tick (Dermacentor variabilis),Adult,5/16/15,On a pet,,,,Pennsylvania,18301
14113,Y,Y,American Dog tick (Dermacentor variabilis),Male,Adult,1,American Dog tick (Dermacentor variabilis),Adult,5/16/15,On a person,,,,Virginia,20144
13097,Y,Y,American Dog tick (Dermacentor variabilis),Male,Adult,0,American Dog tick (Dermacentor variabilis),Adult,5/16/15,On a pet,,,,Indiana,46151
13059,Y,Y,American Dog tick (Dermacentor variabilis),Male,Adult,0,American Dog tick (Dermacentor variabilis),Adult,5/16/15,On a person,,,,Illinois,60565
13754,N,Y,American Dog tick (Dermacentor variabilis),Female,Adult,0,I don't know,Adult,5/16/15,On a person,,,,Pennsylvania,17402
13066,N,Y,American Dog tick (Dermacentor variabilis),Female,Adult,0,Brown Dog tick (Rhipicephalus sanguineus),Adult,5/16/15,On a person,,,,Virginia,24484
13057,N,Y,American Dog tick (Dermacentor variabilis),Female,Adult,1,I don't know,Adult,5/16/15,On a person,,,,West Virginia,25823
13726,N,Y,American Dog tick (Dermacentor variabilis),Male,Adult,0,I don't know,Adult,5/16/15,On a person,,,,Indiana,46304
13102,N,Y,American Dog tick (Dermacentor variabilis),Male,Adult,1,I don't know,Adult,5/16/15,On a person,,,,Minnesota,55038
13065,N,Y,American Dog tick (Dermacentor variabilis),Male,Adult,1,Lone Star tick (Amblyomma americanum),Adult,5/16/15,On a pet,,,,Minnesota,55423
13045,N,Y,American Dog tick (Dermacentor variabilis),Male,Adult,1,Brown Dog tick (Rhipicephalus sanguineus),Adult,5/16/15,On a pet,,,,California,96064
13025,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,3.5,Blacklegged or Deer tick (Ixodes scapularis),Adult,5/16/15,On a person,,,,New Jersey,8833
13161,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,5/16/15,On a person,,,,New York,12866
13101,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,5/16/15,On a person,,,,New York,13850
13064,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,3.5,Blacklegged or Deer tick (Ixodes scapularis),Adult,5/16/15,On a pet,,,,New York,14622
13232,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,5/16/15,On a person,,,,Pennsylvania,18301
13118,N,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,7,American Dog tick (Dermacentor variabilis),Adult,5/16/15,On a pet,,,,Pennsylvania,18344
13041,Y,Y,Lone Star tick (Amblyomma americanum),Male,Adult,1,Lone Star tick (Amblyomma americanum),Adult,5/16/15,On a person,,,,Maryland,20607
13275,Y,Y,Lone Star tick (Amblyomma americanum),Female,Adult,0,Lone Star tick (Amblyomma americanum),Adult,5/16/15,On a person,,,,Maryland,21801
13072,Y,Y,Lone Star tick (Amblyomma americanum),Female,Adult,0,Lone Star tick (Amblyomma americanum),Adult,5/16/15,On a person,,,,Virginia,22193
13070,N,Y,Lone Star tick (Amblyomma americanum),Female,Adult,4,I don't know,Adult,5/16/15,On a person,,,,New York,11779
13094,Y,N,American Dog tick (Dermacentor variabilis),Female,Adult,0,American Dog tick (Dermacentor variabilis),I don't know,5/16/15,On a person,,,,Maine,4092
13105,Y,N,American Dog tick (Dermacentor variabilis),Male,Adult,0,American Dog tick (Dermacentor variabilis),I don't know,5/16/15,On a person,,,,New York,12553
13034,Y,N,American Dog tick (Dermacentor variabilis),Male,Adult,0,American Dog tick (Dermacentor variabilis),I don't know,5/16/15,On a person,,,,Michigan,49120
13239,N,N,American Dog tick (Dermacentor variabilis),Male,Adult,0,I don't know,I don't know,5/16/15,On a person,,,,New Hampshire,3837
13240,N,N,American Dog tick (Dermacentor variabilis),Female,Adult,3,I don't know,I don't know,5/16/15,On a person,,,,New Hampshire,3837
13038,N,N,American Dog tick (Dermacentor variabilis),Female,Adult,1,I don't know,I don't know,5/16/15,On a person,,,,New Jersey,7092
13058,N,N,American Dog tick (Dermacentor variabilis),Male,Adult,1,I don't know,I don't know,5/16/15,On a person,,,,New Jersey,8732
13075,N,N,American Dog tick (Dermacentor variabilis),Male,Adult,0,I don't know,I don't know,5/16/15,Loose and wandering,,,,Pennsylvania,17110
13043,N,N,American Dog tick (Dermacentor variabilis),Female,Adult,0,I don't know,I don't know,5/16/15,On a person,,,,Georgia,30120
13047,N,N,American Dog tick (Dermacentor variabilis),Male,Adult,1,I don't know,I don't know,5/16/15,On a person,,,,Wisconsin,53536
14034,Y,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Nymph,5/16/15,On a person,,,,Virginia,24551
13076,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1,I don't know,I don't know,5/16/15,On a person,,,,New Hampshire,3873
13114,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1.5,I don't know,I don't know,5/16/15,On a person,,,,New York,12804
13107,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,7,I don't know,I don't know,5/16/15,On a pet,,,,New York,14526
13314,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,7,I don't know,I don't know,5/16/15,On a pet,,,,Michigan,49635
13117,N,N,Brown Dog tick (Rhipicephalus sanguineus),Female,Adult,0,I don't know,I don't know,5/16/15,On a pet,,,,Arizona,85757
13083,N,N,Lone Star tick (Amblyomma americanum),Female,Adult,1,I don't know,I don't know,5/16/15,On a person,,,,New Jersey,8050
13305,N,N,Unknown,Unknown,Unknown,0,I don't know,Adult,5/16/15,On a person,,,,Virginia,22046
14275,N,N,Unknown,Unknown,Unknown,0,I don't know,I don't know,5/16/15,On a person,,,,South Carolina,29036
13098,N,N,Not a tick_unknown,Unknown,Unknown,N/A,I don't know,Nymph,5/16/15,Loose and wandering,,,,Wisconsin,53209
13129,Y,Y,American Dog tick (Dermacentor variabilis),Female,Adult,3,American Dog tick (Dermacentor variabilis),Adult,5/17/15,On a person,,,,Maine,4971
13020,Y,Y,American Dog tick (Dermacentor variabilis),Male,Adult,0,American Dog tick (Dermacentor variabilis),Adult,5/17/15,On a person,,,,New Jersey,7045
13141,Y,Y,American Dog tick (Dermacentor variabilis),Female,Adult,2,American Dog tick (Dermacentor variabilis),Adult,5/17/15,On a pet,,,,Ohio,44420
13188,N,Y,American Dog tick (Dermacentor variabilis),Female,Adult,1,Blacklegged or Deer tick (Ixodes scapularis),Adult,5/17/15,On a person,,,,Maine,4055
13151,N,Y,American Dog tick (Dermacentor variabilis),Female,Adult,1,I don't know,Adult,5/17/15,On a person,,,,New York,12428
13122,N,Y,American Dog tick (Dermacentor variabilis),Male,Adult,1,I don't know,Adult,5/17/15,On a person,,,,Pennsylvania,17870
13262,N,Y,American Dog tick (Dermacentor variabilis),Male,Adult,0,I don't know,Adult,5/17/15,On a person,,,,Georgia,30546
13209,N,Y,American Dog tick (Dermacentor variabilis),Female,Adult,0,I don't know,Adult,5/17/15,On a person,,,,Minnesota,55014
13253,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,5/17/15,On a person,,,,New York,14867
13185,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1,Blacklegged or Deer tick (Ixodes scapularis),Adult,5/17/15,On a person,,,,Pennsylvania,15206
13130,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1,Blacklegged or Deer tick (Ixodes scapularis),Adult,5/17/15,On a person,,,,Pennsylvania,15237
13121,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1,Blacklegged or Deer tick (Ixodes scapularis),Adult,5/17/15,On a person,,,,Pennsylvania,18621
13167,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,5/17/15,On a person,,,,Wisconsin,53548
13168,N,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1,Blacklegged or Deer tick (Ixodes scapularis),Adult,5/17/15,On a person,,,,Massachusetts,1468
13054,N,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,3,Lone Star tick (Amblyomma americanum),Adult,5/17/15,On a pet,,,,Pennsylvania,19550
13220,N,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,7,I don't know,Adult,5/17/15,On a person,,,,Ohio,44618
13150,N,Y,Gulf Coast Tick (Amblyomma maculatum),Female,Adult,0,I don't know,Adult,5/17/15,On a person,,,,Missouri,65092
13184,Y,Y,Lone Star tick (Amblyomma americanum),Female,Adult,1,Lone Star tick (Amblyomma americanum),Adult,5/17/15,On a person,,,,Missouri,64093
13158,Y,Y,Lone Star tick (Amblyomma americanum),Male,Adult,0,Lone Star tick (Amblyomma americanum),Adult,5/17/15,On a person,,,,Arkansas,72712
13174,N,Y,Lone Star tick (Amblyomma americanum),Male,Adult,1,Blacklegged or Deer tick (Ixodes scapularis),Adult,5/17/15,On a person,,,,New Jersey,8330
13162,N,Y,Lone Star tick (Amblyomma americanum),Female,Adult,1,I don't know,Adult,5/17/15,On a person,,,,North Carolina,27915
13267,N,Y,Pacific Coast tick (Dermacentor occidentalis),Male,Adult,1,I don't know,Adult,5/17/15,On a person,,,,California,96025
13175,N,Y,Rocky Mountain Wood tick (Dermacentor andersoni),Male,Adult,0,I don't know,Adult,5/17/15,On a person,,,,Idaho,83712
13193,N,Y,Rocky Mountain Wood tick (Dermacentor andersoni),Male,Adult,1,American Dog tick (Dermacentor variabilis),Adult,5/17/15,On a person,,,,Washington,98937
13165,N,N,American Dog tick (Dermacentor variabilis),Male,Adult,0,I don't know,I don't know,5/17/15,On a person,,,,New York,11572
13055,N,N,American Dog tick (Dermacentor variabilis),Male,Adult,0,I don't know,I don't know,5/17/15,On a pet,,,,Pennsylvania,19550
13127,N,N,American Dog tick (Dermacentor variabilis),Female,Adult,1.5,I don't know,I don't know,5/17/15,On a person,,,,Virginia,23452
13194,N,N,American Dog tick (Dermacentor variabilis),Female,Adult,4,I don't know,I don't know,5/17/15,On a person,,,,Mississippi,38834
13179,N,N,American Dog tick (Dermacentor variabilis),Female,Adult,1,I don't know,I don't know,5/17/15,On a person,,,,Ohio,43410
13221,N,N,American Dog tick (Dermacentor variabilis),Female,Adult,5,I don't know,I don't know,5/17/15,On a person,,,,Ohio,44085
13189,N,N,American Dog tick (Dermacentor variabilis),Male,Adult,0,I don't know,I don't know,5/17/15,On a person,,,,Ohio,44241
13319,N,N,American Dog tick (Dermacentor variabilis),Female,Adult,0,I don't know,I don't know,5/17/15,On a person,,,,Michigan,49635
13163,N,N,American Dog tick (Dermacentor variabilis),Male,Adult,1,I don't know,I don't know,5/17/15,On a person,,,,Wisconsin,53158
13164,N,N,American Dog tick (Dermacentor variabilis),Female,Adult,1,I don't know,I don't know,5/17/15,On a person,,,,Wisconsin,53158
13206,N,N,American Dog tick (Dermacentor variabilis),Male,Adult,0,I don't know,I don't know,5/17/15,On a person,,,,Illinois,60554
13173,N,N,American Dog tick (Dermacentor variabilis),Male,Adult,1,I don't know,I don't know,5/17/15,On a pet,,,,Illinois,60563
13235,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1,I don't know,I don't know,5/17/15,On a person,,,,Massachusetts,1376
13152,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1,I don't know,I don't know,5/17/15,On a person,,,,New York,10956
13171,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1,I don't know,Nymph,5/17/15,On a person,,,,New York,12205
13176,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,7,I don't know,I don't know,5/17/15,On a person,,,,Pennsylvania,17050
13197,N,N,Brown Dog tick (Rhipicephalus sanguineus),Male,Adult,2,I don't know,I don't know,5/17/15,On a pet,,,,Texas,79701
13195,Y,N,Lone Star tick (Amblyomma americanum),Female,Adult,1,I don't know,I don't know,5/17/15,On a person,,,,Texas,75766
13154,N,Y,Blacklegged or Deer tick (Ixodes scapularis),Nymph,Nymph,0,I don't know,Nymph,5/17/15,On a person,,,,Maryland,20872
13172,N,Y,Lone Star tick (Amblyomma americanum),Nymph,Nymph,1,I don't know,Nymph,5/17/15,On a person,,,,Florida,32034
13227,N,N,Blacklegged or Deer tick (Ixodes scapularis),Nymph,Nymph,1.5,I don't know,I don't know,5/17/15,On a person,,,,New York,12601
13297,N,N,Blacklegged or Deer tick (Ixodes scapularis),Nymph,Nymph,1.5,I don't know,I don't know,5/17/15,On a person,,,,Pennsylvania,19015
14385,N,N,Lone Star tick (Amblyomma americanum),Nymph,Nymph,2,Blacklegged or Deer tick (Ixodes scapularis),I don't know,5/17/15,On a person,,,,New York,11796
14397,N,N,Lone Star tick (Amblyomma americanum),Nymph,Nymph,1.5,Blacklegged or Deer tick (Ixodes scapularis),I don't know,5/17/15,On a person,,,,New York,11963
13205,N,N,Plant bug,Unknown,Unknown,N/A,American Dog tick (Dermacentor variabilis),Adult,5/17/15,On a person,,,,New York,14051
13270,N,N,Unknown,Unknown,Unknown,0,Blacklegged or Deer tick (Ixodes scapularis),Adult,5/17/15,On a person,,,,Connecticut,6804
20231,N,N,Unknown,Unknown,Unknown,0,I don't know,I don't know,5/17/15,On a person,,,,New Jersey,7836
14756,N,N,Unknown,Unknown,Unknown,0,I don't know,I don't know,5/17/15,On a person,,,,Florida,32789
13294,Y,Y,American Dog tick (Dermacentor variabilis),Female,Adult,0,American Dog tick (Dermacentor variabilis),Adult,5/18/15,On a person,,,,New Hampshire,3748
13537,Y,Y,American Dog tick (Dermacentor variabilis),Male,Adult,1,American Dog tick (Dermacentor variabilis),Adult,5/18/15,On a person,,,,Virginia,22310
13588,Y,Y,American Dog tick (Dermacentor variabilis),Female,Adult,1,American Dog tick (Dermacentor variabilis),Adult,5/18/15,On a person,,,,Ohio,44001
13908,Y,Y,American Dog tick (Dermacentor variabilis),Male,Adult,0,American Dog tick (Dermacentor variabilis),Adult,5/18/15,Loose and wandering,,,,Indiana,47552
13230,Y,Y,American Dog tick (Dermacentor variabilis),Female,Adult,0,American Dog tick (Dermacentor variabilis),Adult,5/18/15,On a person,,,,Michigan,49738
13254,Y,Y,American Dog tick (Dermacentor variabilis),Female,Adult,2,American Dog tick (Dermacentor variabilis),Adult,5/18/15,On a person,,,,Illinois,60532
13320,N,Y,American Dog tick (Dermacentor variabilis),Female,Adult,2,Rocky Mountain Wood tick (Dermacentor andersoni),Adult,5/18/15,On a pet,,,,Maine,3904
13311,N,Y,American Dog tick (Dermacentor variabilis),Female,Adult,0,I don't know,Adult,5/18/15,On a pet,,,,Michigan,48103
13284,N,Y,American Dog tick (Dermacentor variabilis),Female,Adult,4,I don't know,Adult,5/18/15,On a person,,,,Minnesota,55016
13222,N,Y,American Dog tick (Dermacentor variabilis),Male,Adult,0,I don't know,Adult,5/18/15,On a person,,,,Minnesota,55720
13266,N,Y,American Dog tick (Dermacentor variabilis),Female,Adult,0,I don't know,Adult,5/18/15,Loose and wandering,,,,Illinois,60452
14140,N,Y,American Dog tick (Dermacentor variabilis),Male,Adult,1,I don't know,Adult,5/18/15,On a person,,,,New Mexico,87025
13411,Y,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1,Blacklegged or Deer tick (Ixodes scapularis),Adult,5/18/15,On a person,,,,New York,13850
13257,N,Y,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,4,I don't know,Adult,5/18/15,On a pet,,,,Washington,98499
13282,Y,Y,Lone Star tick (Amblyomma americanum),Female,Adult,1,Lone Star tick (Amblyomma americanum),Adult,5/18/15,On a person,,,,Maryland,20764
13378,Y,Y,Lone Star tick (Amblyomma americanum),Female,Adult,1,Lone Star tick (Amblyomma americanum),Adult,5/18/15,On a person,,,,North Carolina,27546
13263,Y,Y,Lone Star tick (Amblyomma americanum),Female,Adult,1,Lone Star tick (Amblyomma americanum),Adult,5/18/15,On a person,,,,Missouri,63366
13301,N,Y,Lone Star tick (Amblyomma americanum),Female,Adult,2.5,I don't know,Adult,5/18/15,On a person,,,,Virginia,20148
13414,N,Y,Lone Star tick (Amblyomma americanum),Female,Adult,4,I don't know,Adult,5/18/15,On a pet,,,,Virginia,23970
13299,N,Y,Pacific Coast tick (Dermacentor occidentalis),Female,Adult,4,I don't know,Adult,5/18/15,On a pet,,,,Washington,98022
13261,Y,N,American Dog tick (Dermacentor variabilis),Male,Adult,0,American Dog tick (Dermacentor variabilis),Nymph,5/18/15,On a pet,,,,New York,13622
13483,Y,N,American Dog tick (Dermacentor variabilis),Female,Adult,1,American Dog tick (Dermacentor variabilis),I don't know,5/18/15,On a pet,,,,Michigan,49424
13289,N,N,American Dog tick (Dermacentor variabilis),Female,Adult,3.5,I don't know,I don't know,5/18/15,On a person,,,,Massachusetts,2745
13250,N,N,American Dog tick (Dermacentor variabilis),Male,Adult,0,Blacklegged or Deer tick (Ixodes scapularis),I don't know,5/18/15,Loose and wandering,,,,Maine,4973
13268,N,N,American Dog tick (Dermacentor variabilis),Male,Adult,0,I don't know,I don't know,5/18/15,On a pet,,,,Connecticut,6902
13281,N,N,American Dog tick (Dermacentor variabilis),Male,Adult,1,I don't know,I don't know,5/18/15,On a person,,,,North Carolina,27707
14013,N,N,American Dog tick (Dermacentor variabilis),Female,Adult,1,I don't know,I don't know,5/18/15,On a pet,,,,Ohio,44147
13405,N,N,American Dog tick (Dermacentor variabilis),Female,Adult,0,I don't know,I don't know,5/18/15,On a person,,,,California,95630
13210,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1,I don't know,I don't know,5/18/15,On a person,,,,Massachusetts,1535
13660,N,N,Blacklegged or Deer tick (Ixodes scapularis),Male,Adult,0,I don't know,I don't know,5/18/15,On a person,,,,New Hampshire,3755
13280,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,4,I don't know,I don't know,5/18/15,On a pet,,,,Maine,4843
13246,N,N,Blacklegged or Deer tick (Ixodes scapularis),Female,Adult,1,I don't know,Nymph,5/18/15,On a person,,,,Pennsylvania,18301
13236,Y,N,Lone Star tick (Amblyomma americanum),Male,Adult,1,Lone Star tick (Amblyomma americanum),I don't know,5/18/15,On a person,,,,Louisiana,70448
13303,N,N,Lone Star tick (Amblyomma americanum),Male,Adult,0,I don't know,Larva,5/18/15,On a person,,,,New York,11763
13291,N,N,Lone Star tick (Amblyomma americanum),Male,Adult,1,I don't know,I don't know,5/18/15,On a person,,,,Pennsylvania,19081
13343,N,N,Lone Star tick (Amblyomma americanum),Male,Adult,1,I don't know,I don't know,5/18/15,On a person,,,,North Carolina,27927
13391,N,N,Blacklegged or Deer tick (Ixodes scapularis),Nymph,Nymph,1,I don't know,I don't know,5/18/15,On a person,,,,Pennsylvania,18015
13309,N,N,Blacklegged or Deer tick (Ixodes scapularis),Nymph,Nymph,1,I don't know,I don't know,5/18/15,On a person,,,,Pennsylvania,18411
